id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27035021,[SHIBUYA/Yoyogi Park] Walking Distance! Max. 4ppl,203430535,Yohei,Shibuya Ku,35.66442,139.69511,Entire home/apt,14957,1,26,2019-06-25,2.47,1,65
27037691,Near Shinjuku&Nakano&Akihabara 5ppl stay#HM04,196271492,Takumi,Nakano Ku,35.69505,139.66812,Entire home/apt,34970,1,40,2019-06-19,3.77,7,100
27039167,日本政府批准合法民宿!中国房东.临近地铁.上野公园旁.独立空间!带电梯!zsdj02,203451779,Sophie,Taito Ku,35.72275,139.77994,Entire home/apt,12051,2,12,2019-06-17,1.11,4,52
27043288,BaiX小屋(歌舞伎町)/65平米大户型/Shinjuku-ku 看得见夜景的房子,93102291,Mary,Shinjuku Ku,35.69765,139.7066,Entire home/apt,19799,1,41,2019-06-11,3.88,3,82
27061415,【Shinjyuku area】 Free Wi-Fi / Max 5 people,156367707,Nao,Shinjuku Ku,35.69839,139.71346,Private room,12051,1,5,2019-04-02,0.81,17,3
27061712,Near Shinjuku&Nakano&AKihabara 7ppl stay#HM03,196271492,Takumi,Nakano Ku,35.69497,139.66935,Entire home/apt,30021,1,38,2019-06-05,3.5,7,85
27062081,Near Shinjuku&Nakano&Ginza 5ppl stay#HM06,196271492,Takumi,Nakano Ku,35.69307,139.66957,Entire home/apt,40028,1,34,2019-06-17,3.64,7,102
27062326,EXsaison Sugamo 201,202883274,Konatsu,Toshima Ku,35.73131,139.73712,Private room,12051,1,23,2019-06-16,2.71,40,149
27062387,【Shinjyuku area】 SakuraCrossHotel / Max 4 people,156367707,Nao,Shinjuku Ku,35.6986,139.71132,Entire home/apt,7962,1,21,2019-02-25,2.38,17,0
27064264,AsakusaSta. 2min/105㎡/Wifi free rental/Bag storage,196353318,Ekichikano,Taito Ku,35.70718,139.79414,Entire home/apt,30021,1,40,2019-06-22,5.56,1,116
27064345,Ensuite Tatami Single Room!Free WIFI !,203426327,Hotel,Taito Ku,35.71082,139.78497,Private room,4950,1,18,2019-05-27,2.1,8,157
27064818,MonthHOYO東京Shibuya#103+wifi/10min from Shibuya Sta,203203154,Yasu,Shibuya Ku,35.65807,139.69339,Entire home/apt,4089,23,4,2019-06-09,0.58,19,169
27065325,东京新宿,59273784,Rola,Shinjuku Ku,35.69314,139.70792,Entire home/apt,9039,1,33,2019-06-24,3.16,1,64
27065328,EXsaison Sugamo 202,202883274,Konatsu,Toshima Ku,35.73167,139.73714,Private room,8823,1,20,2019-06-16,2.05,40,161
27065552,MonthHOYO東京Shibuya#302+wifi/10min from Shibuya Sta,203203154,Yasu,Shibuya Ku,35.65928,139.69467,Entire home/apt,4089,23,5,2019-04-12,0.66,19,184
27065612,HOYO東京Shibuya#303+WiFi/10min from Shibuya Station,203203154,Yasu,Shibuya Ku,35.65825,139.69351,Entire home/apt,6456,2,18,2019-05-27,1.69,19,40
27065799,D30 Super BIG 128㎡/ Shinjuku 6 min/Pocket WIFI,203632096,Yuri,Suginami Ku,35.67275,139.65798,Entire home/apt,30021,1,38,2019-06-13,3.44,3,157
27065873,SafeCozyClean+1min to Metro SuperHostel 2MIX XD1,136144843,Akiko,Minato Ku,35.65635,139.74409,Shared room,6994,1,3,2019-03-29,0.5,33,180
27066406,SafeCozyClean+1min to Metro SuperHostel 2MIX XXD1,173893446,Yoko,Minato Ku,35.65632,139.74248,Shared room,6994,1,0,,,23,180
27066557,SafeCozyClean+1min to Metro SuperHostel 3MIX XXT1,173893446,Yoko,Minato Ku,35.65637,139.7426,Shared room,10545,1,1,2018-12-24,0.16,23,178
27067016,"SALE N1: 8mins Shinjuku, Affordable Vintage Style",50264232,Sota,Shinjuku Ku,35.70127,139.70691,Entire home/apt,50035,1,17,2019-05-21,1.83,17,156
27067118,EXsaison Sugamo 203,202883274,Konatsu,Toshima Ku,35.73154,139.738,Private room,8823,1,14,2019-06-19,1.51,40,169
27067299,EXsaison Sugamo 204,202883274,Konatsu,Toshima Ku,35.73196,139.73757,Private room,8823,1,10,2019-05-17,1.24,40,166
27069508,Theatel Haneda/6min ride to Haneda Airport/101 A,203667442,Theatel,Ota Ku,35.54897,139.74813,Private room,10975,1,2,2019-04-24,0.38,16,340
27070262,licensed! 8min to sta! 30min to Disney! 2 toilets!,183877565,UI Home Company,Koto Ku,35.67349,139.83193,Entire home/apt,10007,1,30,2019-06-21,2.78,19,149
27070525,EXsaison Sugamo 205,202883274,Konatsu,Toshima Ku,35.73302,139.73767,Private room,8823,1,12,2019-06-14,1.45,40,164
27070699,EXsaison Sugamo 206,202883274,Konatsu,Toshima Ku,35.73199,139.73899,Private room,8823,1,18,2019-06-09,2.11,40,149
27070908,EXsaison Sugamo 207,202883274,Konatsu,Toshima Ku,35.73311,139.73743,Private room,8823,1,10,2019-06-20,1.18,40,166
27071148,EXsaison Sugamo 208,202883274,Konatsu,Toshima Ku,35.73217,139.73871,Private room,8823,1,13,2019-05-30,1.48,40,167
27079688,BETTER THAN A HOTEL – 3 stops to Shibuya Station,203762545,Akishige,Shinagawa Ku,35.62135,139.71962,Entire home/apt,18830,1,39,2019-06-18,3.67,1,189
27089410,o49 Hotel Private Bath Central Access to Shinjuku,185778164,Mirai,Toshima Ku,35.7325,139.70633,Entire home/apt,8500,1,11,2019-05-03,1.01,72,187
27089412,o25 Licensed Convenient Hotel Great Location  WIFI,185778164,Mirai,Toshima Ku,35.73164,139.70615,Entire home/apt,8500,1,15,2019-05-16,1.58,72,355
27089832,MonthHOYO東京Shibuya#306+wifi/10min from Shibuya Sta,203203154,Yasu,Shibuya Ku,35.6593,139.69488,Entire home/apt,4089,23,4,2019-04-24,0.5,19,198
27089969,MonthHOYO東京Shibuya#401+wifi/10min from Shibuya Sta,203203154,Yasu,Shibuya Ku,35.65765,139.69297,Entire home/apt,4089,24,3,2019-03-21,0.34,19,174
27093793,Ueno/5min Sta/3ldk/Free Wifi #A,201500222,Kenta,Taito Ku,35.70767,139.77773,Entire home/apt,16033,1,46,2019-06-13,5.19,33,1
27094556,Ueno 5min/Akihabara/2LDK/Wifi#B,201500222,Kenta,Taito Ku,35.70815,139.77876,Entire home/apt,13988,2,41,2019-06-23,4.33,33,0
27104409,東京3站 JR地鐵雙站錦系町站/兩國站 晴空館三房3LDK新建電梯大樓 近skytree淺草上野,200951335,Haruka,Sumida Ku,35.69724,139.80755,Entire home/apt,17001,2,18,2019-06-12,1.75,10,35
27112565,Iriya3min|Ueno 5 min|JPN-ModernLuxuryInn89m2|Max12,201670728,Mitsu,Taito Ku,35.71762,139.78365,Entire home/apt,14957,1,46,2019-06-23,4.13,5,49
27112754,【NEW OPEN】2 min to Shinjuku Sta.by train !,57062103,Makoto,Shibuya Ku,35.68414,139.67834,Entire home/apt,9039,1,39,2019-06-05,3.61,14,85
27113136,Opening Campaign! 8 Bed Private Room in Roppongi,181207864,The Wardrobe Hostel Roppongi,Minato Ku,35.6661,139.73495,Private room,27976,1,2,2019-04-09,0.31,5,238
27113421,For Group or Family 8 Bed Private Room in Roppongi,181207864,The Wardrobe Hostel Roppongi,Minato Ku,35.66424,139.73368,Private room,47990,1,0,,,5,238
27113680,【NEW OPEN】2 min to Shinjuku Sta.by train !,57062103,Makoto,Shibuya Ku,35.68321,139.67841,Entire home/apt,9039,1,36,2019-06-23,3.61,14,52
27114249,【NEW OPEN】2 min to Shinjuku Sta.by train !,57062103,Makoto,Shibuya Ku,35.68302,139.67783,Entire home/apt,9039,1,27,2019-05-31,2.48,14,74
27115584,Shibuya Sta. 5mins on foot☆Great Access! #1,157701129,英子,Shibuya Ku,35.65988,139.69597,Entire home/apt,15495,1,37,2019-06-09,3.43,2,250
27115661,"new,cozy,quiet,clean,free wifi,long-term ok",23440910,Hana,Kita Ku,35.76532,139.74434,Entire home/apt,9792,2,3,2019-05-05,0.35,2,176
27117967,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.72952,139.76077,Entire home/apt,12051,1,35,2019-06-12,3.21,33,181
27118289,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.73146,139.76191,Entire home/apt,10975,1,41,2019-06-24,3.86,33,177
27118390,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.73163,139.76121,Entire home/apt,12051,1,34,2019-06-18,3.12,33,180
27118494,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.73128,139.76024,Entire home/apt,12051,1,29,2019-06-02,2.72,33,180
27120115,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.73119,139.76025,Entire home/apt,12051,1,30,2019-06-09,2.75,33,179
27120234,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.72972,139.76173,Entire home/apt,12051,1,32,2019-06-23,3.02,33,176
27120319,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.73099,139.76162,Entire home/apt,12051,1,32,2019-06-10,3.04,33,177
27120384,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.73001,139.76047,Entire home/apt,12051,1,38,2019-06-09,3.57,33,172
27120467,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.73146,139.76042,Entire home/apt,12051,1,38,2019-06-10,3.49,33,180
27120570,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.73132,139.76126,Entire home/apt,12051,1,37,2019-06-22,3.48,33,173
27120664,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.73165,139.76068,Entire home/apt,12051,1,36,2019-06-23,3.3,33,179
27120840,Near Ueno#Cozy Hotel#6min to Subway#40min airport,201500222,Kenta,Bunkyo Ku,35.72961,139.76195,Entire home/apt,10007,1,36,2019-06-11,3.53,33,169
27138085,EXsaison Sugamo 301,202883274,Konatsu,Toshima Ku,35.73306,139.73798,Private room,8823,1,16,2019-06-18,1.59,40,156
27138431,Opening Price! 4 bed Private Dorm in Roppongi,181207864,The Wardrobe Hostel Roppongi,Minato Ku,35.66529,139.73569,Private room,16033,1,8,2019-01-27,0.83,5,201
27139357,Licensed) S11702 8min from Shibuya Crosssing!,93955213,Shinya (And Bella),Shibuya Ku,35.65969,139.69565,Private room,14311,7,29,2019-06-12,2.8,7,127
27140989,FF107 Cute&clean! 10min walk to Shinjuku/P-WiFi,47023095,Yuko,Shinjuku Ku,35.69731,139.69456,Entire home/apt,14957,1,45,2019-06-16,4.12,1,105
27141033,"Ginza,Tsukiji,Kabuki-za are close! Wi-Fi free★fami",201185318,BedandBreakfast RENGA,Chuo Ku,35.66962,139.77252,Private room,26362,1,1,2019-01-28,0.2,3,197
27141260,"Ginza,Tsukiji,Kabuki-za are close!Wi-Fifree★women",201185318,BedandBreakfast RENGA,Chuo Ku,35.66963,139.77068,Shared room,3336,1,21,2019-06-05,2.47,3,215
27141321,"Ginza,Tsukiji,Kabuki-za are close!Wi-Fifree★forMen",201185318,BedandBreakfast RENGA,Chuo Ku,35.6695,139.77214,Shared room,3336,1,9,2019-05-15,0.94,3,216
27143335,Asakusa Sharehouse - 2min from Sensouji (Men only),113754344,宮下,Taito Ku,35.71541,139.79691,Shared room,2798,1,2,2019-01-02,0.21,22,364
27144016,EXsaison Sugamo 302,202883274,Konatsu,Toshima Ku,35.73333,139.73903,Private room,8823,1,11,2019-05-28,1.76,40,141
27144560,EXsaison Sugamo 303,202883274,Konatsu,Toshima Ku,35.7327,139.73905,Private room,8823,1,10,2019-05-28,1.2,40,165
27144767,EXsaison Sugamo 304,202883274,Konatsu,Toshima Ku,35.73126,139.73766,Private room,8823,1,7,2019-05-22,0.98,40,159
27145277,LOCATION  hip Shimokitazawa great neighborhood,1111228,Toru,Setagaya Ku,35.66443,139.6646,Entire home/apt,14957,3,22,2019-06-02,2.08,2,88
27145388,EXsaison Sugamo 305,202883274,Konatsu,Toshima Ku,35.73352,139.73926,Private room,8823,1,12,2019-06-05,2.29,40,165
27145549,EXsaison Sugamo 306,202883274,Konatsu,Toshima Ku,35.73217,139.73704,Private room,8823,1,6,2019-06-04,1.78,40,164
27145747,EXsaison Sugamo 307,202883274,Konatsu,Toshima Ku,35.73327,139.73919,Private room,8823,1,21,2019-06-24,2.09,40,147
27145927,EXsaison Sugamo 308,202883274,Konatsu,Toshima Ku,35.73351,139.73794,Private room,8823,1,14,2019-06-08,1.7,40,168
27146135,EXsaison Sugamo 401,202883274,Konatsu,Toshima Ku,35.73214,139.73858,Private room,8823,1,10,2019-06-17,1.09,40,121
27146317,ShinjukuArea#10min walk to stn#301,201713469,一樹,Shibuya Ku,35.68482,139.67664,Entire home/apt,16033,2,29,2019-06-20,2.64,3,166
27147247,EXsaison Sugamo 403,202883274,Konatsu,Toshima Ku,35.73274,139.73883,Private room,11836,1,20,2019-06-09,2.03,40,159
27148122,ShinjukuArea#10min walk to stn#201,201713469,一樹,Shibuya Ku,35.68595,139.67778,Entire home/apt,17969,2,23,2019-05-04,2.11,3,181
27148413,LOCATION! Cool and quiet Shimokitazawa area,1111228,Toru,Setagaya Ku,35.66592,139.66347,Entire home/apt,14957,3,11,2019-03-30,1.17,2,117
27151086,NEW! 80m2 Nordic Japanese House in Shinjuku,203729083,Katsuyo,Shinjuku Ku,35.69463,139.71694,Entire home/apt,30021,2,15,2019-03-24,1.41,1,86
27169411,501 3Bed 3min Shinjuku【1min to Metro】POKETWIFI42㎡,115432704,ｼﾞｬﾝ,Shinjuku Ku,35.69236,139.72315,Entire home/apt,17001,2,12,2019-05-29,1.21,15,264
27171403,TRUNK(HOTEL) TERRACE SUITE,202912509,Trunk(Stay),Shibuya Ku,35.66374,139.70322,Private room,689509,1,0,,,2,0
27172345,"201Asakusa area, 浅草区,free wifi; 4mins to subway",21504159,Michi,Taito Ku,35.70869,139.78771,Entire home/apt,10007,2,24,2019-06-01,2.21,8,185
27173997,EXsaison Sugamo 404,202883274,Konatsu,Toshima Ku,35.73178,139.7385,Private room,8823,1,21,2019-06-21,2.67,40,163
27174420,"Asakusa Area 202
浅草区; 4mins to subway STA",21504159,Michi,Taito Ku,35.70799,139.79165,Entire home/apt,6456,3,2,2019-05-01,0.8,8,135
27175103,EXsaison Sugamo 405,202883274,Konatsu,Toshima Ku,35.73311,139.73714,Private room,8823,1,16,2019-06-06,2.12,40,165
27175373,EXsaison Sugamo 406,202883274,Konatsu,Toshima Ku,35.73161,139.73715,Private room,8823,1,10,2019-06-10,1.63,40,171
27175526,EXsaison Sugamo 407,202883274,Konatsu,Toshima Ku,35.73179,139.73723,Private room,8823,1,11,2019-06-21,1.64,40,164
27175819,EXsaison Sugamo 408,202883274,Konatsu,Toshima Ku,35.73145,139.73718,Private room,8823,1,12,2019-05-20,1.29,40,165
27176016,Theatel Haneda/6min ride to Haneda Airport/203 C,203667442,Theatel,Ota Ku,35.5468,139.74746,Private room,10975,1,2,2019-05-26,0.38,16,348
27176129,EXsaison Sugamo 501,202883274,Konatsu,Toshima Ku,35.73283,139.7388,Private room,8823,1,15,2019-06-08,1.49,40,139
27176281,Theatel Haneda/6min ride to Haneda Airport/303 C,203667442,Theatel,Ota Ku,35.54844,139.74773,Private room,10975,1,1,2019-05-26,0.91,16,352
27176308,EXsaison Sugamo 502,202883274,Konatsu,Toshima Ku,35.73306,139.73861,Private room,8823,1,21,2019-06-11,2.79,40,151
27176511,Theatel Haneda/6min ride to Haneda Airport/403 C,203667442,Theatel,Ota Ku,35.54842,139.74949,Private room,10975,1,1,2019-02-06,0.21,16,325
27176779,EXsaison Sugamo 503,202883274,Konatsu,Toshima Ku,35.73156,139.73717,Private room,8823,1,20,2019-05-27,1.94,40,167
27177876,New bldg! Easy access in Tokyo! Max5+Pwifi! #2,194644352,Daigo,Sumida Ku,35.70524,139.81384,Private room,16248,1,41,2019-06-03,3.93,4,169
27177877,New bldg! Easy access in Tokyo! Max5+Pwifi! #1,194644352,Daigo,Sumida Ku,35.70708,139.81536,Private room,16248,1,40,2019-06-18,3.83,4,162
27178080,Shinjuku area☆4mins for Shin-Okubo station,204641075,Katsu,Shinjuku Ku,35.70279,139.70189,Private room,12051,1,31,2019-06-17,3.05,2,28
27183309,Guestohouse Sheena & Ippei (AI-satandard room-),196519298,Shota,Toshima Ku,35.72716,139.69394,Private room,15064,2,23,2019-06-21,2.78,4,284
27183907,Guestohouse Sheena & Ippei (SAKURA-Economy room-),196519298,Shota,Toshima Ku,35.72705,139.69275,Private room,12912,2,30,2019-06-19,3.1,4,245
27184407,"[5-min on foot to Kinshicho Sta.] Perfect for sightseeing Tokyo/ [Free breakfast,Wi-Fi ]Japanese modern twinbedroom(25㎡)",163224677,Sakura Sky Hotel,Sumida Ku,35.6947,139.81446,Private room,10760,1,1,2019-03-28,0.33,4,122
27187231,Guestohouse Sheena & Ippei (YAMABUK-Mixed dorm-),196519298,Shota,Toshima Ku,35.7282,139.69244,Shared room,4519,3,40,2019-06-08,4.07,4,308
27189771,Bunk Bed in Female Dormitory Room,204342337,Wise Owl Hostels Tokyo,Chuo Ku,35.67558,139.77754,Shared room,4196,1,3,2019-06-08,0.33,5,337
27190913,Bunk Bed in Mixed Dormitory Room,204342337,Wise Owl Hostels Tokyo,Chuo Ku,35.67379,139.77694,Shared room,3981,1,28,2019-06-13,3,5,337
27191695,Twin Room with Shared Bathroom,204342337,Wise Owl Hostels Tokyo,Chuo Ku,35.67421,139.77799,Private room,9039,1,6,2019-06-07,0.7,5,272
27191822,Quadruple Room with Shared Bathroom,204342337,Wise Owl Hostels Tokyo,Chuo Ku,35.6743,139.7775,Private room,17001,1,4,2019-05-20,1.48,5,306
27192421,Double Room with Shared Bathroom,204342337,Wise Owl Hostels Tokyo,Chuo Ku,35.67443,139.778,Private room,10007,1,2,2019-05-18,0.37,5,245
27203058,Exsaison Sugamo 504,202883274,Konatsu,Toshima Ku,35.73278,139.73719,Private room,8823,1,10,2019-06-08,1.13,40,105
27203621,合法新建高端别墅､临近池袋商圈､交通便利 步行地铁5分钟､免费Wi-Fi,71920606,Ying,Toshima Ku,35.73071,139.6915,Entire home/apt,26793,1,30,2019-06-01,3.06,22,97
27203748,"超豪华复式公寓,3卧2厅超大空间~设备齐全欢迎大团体 htl1",152902783,Tailong,Shinjuku Ku,35.69895,139.70435,Entire home/apt,50035,2,4,2019-01-26,0.38,5,112
27204100,Shibuya Sta. 5mins on foot☆Great Access! #2,157701129,英子,Shibuya Ku,35.66009,139.69692,Entire home/apt,15495,1,33,2019-05-26,3.03,2,223
27204146,NEW in IKEBUKURO★Access to Shibuya & Shinjuku,175597534,Hiro&Navi,Toshima Ku,35.72727,139.71665,Entire home/apt,50035,2,20,2019-05-20,1.91,2,80
27205199,【101】Shinjyuku area /4 mins from the sta/ wifi,48803190,Machiko,Shinjuku Ku,35.69816,139.7034,Entire home/apt,14957,1,29,2019-05-29,2.72,4,128
27205391,EXsaison Sugamo 505,202883274,Konatsu,Toshima Ku,35.73201,139.73716,Private room,8823,1,7,2019-05-15,1.93,40,169
27207324,[S2A] Shinjuku/Shin-Okubo Sta 5min Newly renovated,20957992,Cookie,Shinjuku Ku,35.70058,139.70725,Entire home/apt,19476,2,17,2019-06-19,2.13,13,208
27207410,FF195 7min to Akihabara/NewBldg/4ppl/wifi,203927219,Mariko,Sumida Ku,35.69342,139.80979,Entire home/apt,14957,1,25,2019-06-22,2.31,1,86
27208744,[402]Ryogoku/Asakusa/Tokyo Skytree! PocketWi-Fi,177955651,Hostel-Inn Tokyo Ryogoku,Sumida Ku,35.70089,139.79828,Entire home/apt,16140,1,49,2019-06-25,5.03,12,91
27209362,[403]Ryogoku/Asakusa/Tokyo Skytree! PocketWi-Fi,177955651,Hostel-Inn Tokyo Ryogoku,Sumida Ku,35.70278,139.79707,Entire home/apt,18185,1,52,2019-06-18,5.32,12,97
27209418,[S7A] Shinjuku/Shin-Okubo 5 min Newly renovated,20957992,Cookie,Shinjuku Ku,35.69979,139.7076,Entire home/apt,18507,2,9,2019-06-10,1.12,13,216
27209548,Oak Hostel Cabin Mixed Capsule Room,193985971,Oak Hostel Cabin,Chuo Ku,35.67829,139.78552,Shared room,3013,1,109,2019-06-10,10.45,3,329
27210026,[503]Ryogoku/Asakusa/Tokyo Skytree! PocketWi-Fi,177955651,Hostel-Inn Tokyo Ryogoku,Sumida Ku,35.7007,139.79822,Entire home/apt,18185,1,61,2019-06-24,6.22,12,91
27210202,Free Wifi/Easy Access! 3min Kichijoji Stn #41(B37),30451776,Emily,Musashino Shi,35.70115,139.57977,Entire home/apt,10007,1,39,2019-06-14,3.69,16,149
27210283,Oak Hostel Cabin Capsule Room for Female,193985971,Oak Hostel Cabin,Chuo Ku,35.67749,139.78541,Shared room,3013,1,11,2019-04-27,1.51,3,323
27210308,Oak Hostel Cabin  Capsule Room for Male,193985971,Oak Hostel Cabin,Chuo Ku,35.67896,139.7867,Shared room,3013,1,17,2019-06-08,1.8,3,327
27210333,[502]Ryogoku/Asakusa/Tokyo Skytree! PocketWi-Fi,177955651,Hostel-Inn Tokyo Ryogoku,Sumida Ku,35.70091,139.7983,Entire home/apt,16571,1,52,2019-06-24,5.32,12,102
27210531,"Tokyo-skytree direcr/Narita,Haneda aireport /clean",204921681,Tei,Sumida Ku,35.71086,139.81749,Entire home/apt,24963,2,11,2019-06-03,1.86,5,106
27210644,"Cozy 1BDR Apt, walkable to Shinjuku!",122932651,Hiroko,Shinjuku Ku,35.70247,139.69969,Entire home/apt,99962,1,26,2019-05-06,2.59,2,53
27210789,New built! Easy access in Tokyo! Max5+P-wifi! #4,194644352,Daigo,Sumida Ku,35.7055,139.8154,Private room,16248,1,50,2019-06-22,4.75,4,164
27210817,[602]Ryogoku/Asakusa/Tokyo Skytree! PocketWi-Fi,177955651,Hostel-Inn Tokyo Ryogoku,Sumida Ku,35.70289,139.79847,Entire home/apt,21951,1,61,2019-06-23,6.14,12,84
27210912,Wise Owl Hostels Shibuya ﾄﾞﾐﾄﾘｰﾙｰﾑ 男女共用 二段ﾍﾞｯﾄﾞ1名分,204915575,Wise Owl Hostels Shibuya,Meguro Ku,35.65391,139.69071,Shared room,3766,1,99,2019-06-25,12.27,6,337
27211161,[401]Ryogoku/Asakusa/Tokyo Skytree! PocketWi-Fi,177955651,Hostel-Inn Tokyo Ryogoku,Sumida Ku,35.70291,139.79674,Entire home/apt,15602,1,53,2019-06-25,5.45,12,112
27211242,FF194 7mins to Akihabara/5ppl/free wifi/,203926693,Madoka,Sumida Ku,35.69203,139.81046,Entire home/apt,14957,1,54,2019-06-24,5,2,74
27211755,有楽町線江戸川橋ST From2min､Wi-Fi  Approved Heart of Tokyo,142189942,Sozo,Bunkyo Ku,35.71096,139.73421,Private room,4519,2,46,2019-06-24,4.26,4,37
27219433,"Keyaki- 3/Near Asakusa,Ginza,Akiba,within 10min!",169464874,Etao,Chuo Ku,35.6856,139.78511,Private room,47990,2,2,2019-05-18,1.4,3,60
27234549,Licensed S11703 8 mins walk toShibuya,93955213,Shinya (And Bella),Shibuya Ku,35.65829,139.69712,Entire home/apt,15172,7,32,2019-06-24,3.13,7,113
27234765,"Licensed, S11806 8MIN walk to SHIBUYA",93955213,Shinya (And Bella),Shibuya Ku,35.65899,139.69632,Entire home/apt,14957,4,39,2019-06-24,3.77,7,63
27234767,Wise Owl Hostels Shibuya  ﾄﾞﾐﾄﾘｰﾙｰﾑ 女性用 ﾍﾞｯﾄﾞ計6台のﾍﾞｯﾄﾞ1,204915575,Wise Owl Hostels Shibuya,Meguro Ku,35.65337,139.68952,Shared room,4089,1,4,2019-05-17,0.66,6,315
27234830,Wise Owl Hostels Shibuya ﾂｲﾝﾙｰﾑ 共用ﾊﾞｽﾙｰﾑ,204915575,Wise Owl Hostels Shibuya,Meguro Ku,35.65314,139.69077,Shared room,7962,1,3,2019-02-22,0.46,6,302
27234907,"Licensed,S11808 8 Min walk to  SHIBUYA",93955213,Shinya (And Bella),Shibuya Ku,35.65839,139.69503,Entire home/apt,14526,7,30,2019-06-25,2.98,7,36
27234930,Wise Owl Hostels Shibuya  ｽｰﾍﾟﾘｱ ﾂｲﾝﾙｰﾑ,204915575,Wise Owl Hostels Shibuya,Meguro Ku,35.65461,139.69062,Shared room,10007,1,0,,,6,258
27235020,Wise Owl Hostels Shibuya 4人部屋 共用ﾊﾞｽﾙｰﾑ,204915575,Wise Owl Hostels Shibuya,Meguro Ku,35.65324,139.68934,Shared room,17001,1,0,,,6,232
27235087,"Licensed,S11912Middle of Shibuya!.",93955213,Shinya (And Bella),Shibuya Ku,35.66003,139.69512,Entire home/apt,14957,1,31,2019-06-10,3.13,7,67
27235094,Wise Owl Hostels Shibuya ﾀﾞﾌﾞﾙﾙｰﾑ 共用ﾊﾞｽﾙｰﾑ,204915575,Wise Owl Hostels Shibuya,Meguro Ku,35.65399,139.68953,Shared room,12051,1,0,,,6,201
27235653,"Lovely,cozy/ large space/ manyshops/st. near/ wifi",90143254,Moto&Ai,Toshima Ku,35.72551,139.71524,Entire home/apt,16033,1,45,2019-06-03,4.27,1,50
27236812,In the heart of Shibuya sta Cozy modern apartment,205092963,株式会社ihad,Shibuya Ku,35.65703,139.70624,Entire home/apt,20552,1,41,2019-06-23,4.13,1,26
27237849,BookTeaBed Azabu-Juban HONDANA STYLE01,204875087,山田,Minato Ku,35.65576,139.74045,Shared room,3551,1,77,2019-06-11,7.15,4,340
27237869,BookTeaBed Azabu-Juban WOMEN'S ONLY STYLE01,204875087,山田,Minato Ku,35.65607,139.74224,Shared room,3551,1,13,2019-05-03,1.21,4,339
27237887,BookTeaBed Azabu-Juban TOKYO TOWER VIEW01,204875087,山田,Minato Ku,35.65613,139.74062,Shared room,3551,1,13,2019-05-20,1.2,4,340
27237899,BookTeaBed Azabu-Juban STANDARD STYLE01,204875087,山田,Minato Ku,35.65647,139.74054,Shared room,3551,1,79,2019-06-13,7.23,4,337
27237999,Free Wifi/Easy Access! 3min Kichijoji Stn#42(B45),30451776,Emily,Musashino Shi,35.7024,139.57833,Entire home/apt,10007,1,22,2019-06-16,2.23,16,154
27238071,"2 MIN FROM KOIWA STATION 

Japanese Room",41541201,Junya,Edogawa Ku,35.73535,139.88398,Private room,6026,1,18,2019-06-27,1.74,2,3
27238171,Center of Shibuya! 5 mins to Shibuya cross S101,30451776,Emily,Shibuya Ku,35.6592,139.69421,Entire home/apt,10007,1,40,2019-06-25,3.66,16,8
27238390,Center of Shibuya! 5 min to Shibuya cross S102,30451776,Emily,Shibuya Ku,35.65925,139.69432,Entire home/apt,10007,1,48,2019-06-09,4.4,16,0
27238603,Near Shibuya Crossing & JR Station 5min S103,30451776,Emily,Shibuya Ku,35.66026,139.69415,Entire home/apt,10007,1,50,2019-06-21,4.57,16,5
27238917,"Downtown Shibuya, 6min to Shibuya Station! S203",30451776,Emily,Shibuya Ku,35.66011,139.6938,Entire home/apt,10007,1,46,2019-06-23,4.27,16,0
27239154,"Downtown Shibuya, 5min to Shibuya Station S302",30451776,Emily,Shibuya Ku,35.66047,139.69543,Entire home/apt,10007,1,36,2019-06-16,3.51,16,18
27239193,[S5B] Shinjuku/Shin-Okubo 5 min Newly Renovated,20957992,Cookie,Shinjuku Ku,35.69999,139.7071,Entire home/apt,17647,2,8,2019-06-08,1.12,13,179
27239223,★Licensed House★Center of SHIBUYA cozy apt +wifi,205161247,Akane,Shibuya Ku,35.65884,139.69636,Entire home/apt,20014,1,37,2019-06-14,3.5,1,78
